,O,C,E,A,N,Cluster
56,7.3999999999999995,6.799999999999999,5.6000000000000005,6.199999999999999,8.799999999999999,1
57,6.800000000000001,4.0,6.0,7.200000000000001,7.4,1
58,9.0,6.999999999999999,3.0,9.2,7.2,3
59,8.8,7.4,8.399999999999999,9.6,7.000000000000001,2
60,7.4,8.8,8.6,9.4,5.800000000000001,0
61,6.4,7.4,7.4,8.4,8.6,2
62,6.799999999999999,4.800000000000001,5.199999999999999,6.0,7.3999999999999995,1
63,8.200000000000001,5.999999999999999,7.799999999999999,9.0,3.7999999999999994,0
64,8.0,8.399999999999999,5.199999999999999,7.399999999999999,3.2000000000000006,3
65,8.0,5.4,6.3999999999999995,8.6,5.800000000000001,3
66,6.800000000000001,5.999999999999999,4.6,8.0,8.4,1
67,7.800000000000001,9.8,7.0,9.2,3.8000000000000003,0
68,6.2,8.399999999999999,6.0,8.0,9.0,1
69,7.799999999999999,5.3999999999999995,7.999999999999999,9.0,6.199999999999999,2
70,7.3999999999999995,6.6000000000000005,7.800000000000001,8.8,4.4,0
71,8.399999999999999,7.0,5.000000000000001,8.4,9.6,1
72,9.2,4.4,6.000000000000001,7.799999999999999,6.399999999999999,2
73,6.799999999999999,4.6000000000000005,3.5999999999999996,8.6,7.6,1
74,9.2,3.8,6.8,6.999999999999999,5.4,2
75,8.6,6.800000000000001,2.5999999999999996,8.8,7.199999999999999,1
76,6.6,7.3999999999999995,5.000000000000001,9.6,7.200000000000001,3
77,7.999999999999999,7.199999999999999,3.1999999999999997,4.3999999999999995,8.4,1
78,7.599999999999999,9.2,5.0,8.2,7.199999999999999,3
79,8.8,4.6,6.799999999999999,9.2,8.6,2
80,9.8,6.2,7.000000000000001,8.4,9.2,2
81,8.0,5.799999999999999,4.6,5.999999999999999,9.2,1
82,6.599999999999999,8.0,6.199999999999999,7.999999999999999,6.0,3
83,7.199999999999999,8.200000000000001,9.0,8.2,3.6000000000000005,0
84,9.0,8.0,9.4,9.0,5.4,0
85,7.799999999999999,7.799999999999999,7.799999999999999,7.199999999999999,4.3999999999999995,0
86,7.800000000000001,5.799999999999999,5.8,5.6,7.2,1
87,9.0,5.999999999999999,6.399999999999999,6.399999999999999,7.199999999999998,2
88,6.2,7.3999999999999995,7.3999999999999995,7.4,4.0,0
89,9.8,4.6,2.5999999999999996,9.200000000000001,5.600000000000001,3
90,6.6,7.599999999999999,5.2,8.399999999999999,5.600000000000001,3
91,10.0,6.199999999999999,7.0,10.0,7.799999999999999,2
92,7.6000000000000005,10.0,6.0,8.399999999999999,3.600000000000001,0
93,8.2,6.999999999999998,8.0,7.3999999999999995,4.0,0
94,7.199999999999999,6.0,6.199999999999999,6.4,2.8000000000000003,4
95,6.800000000000001,6.0,4.199999999999999,8.4,8.6,1
96,7.6,4.2,3.9999999999999996,6.199999999999999,5.800000000000001,4
97,9.6,5.3999999999999995,7.8,8.8,5.800000000000001,2
98,8.8,8.8,8.2,9.200000000000001,3.800000000000001,0
99,9.2,7.999999999999999,6.6,9.2,6.0,0
100,5.600000000000001,5.2,4.4,8.0,7.199999999999999,1
101,10.0,7.4,5.200000000000001,9.8,7.000000000000001,3
102,8.2,4.800000000000001,4.3999999999999995,8.6,8.6,1
103,7.4,7.999999999999999,2.1999999999999997,5.600000000000001,4.2,4
104,8.600000000000001,6.599999999999999,5.800000000000001,8.399999999999999,4.4,3
105,8.4,5.199999999999999,5.199999999999999,5.800000000000001,7.0,4
106,7.6000000000000005,6.6,6.0,8.2,4.6000000000000005,3
107,6.799999999999999,5.0,5.4,6.199999999999999,7.6,1
108,4.400000000000001,5.6000000000000005,3.200000000000001,5.4,7.3999999999999995,1
109,9.2,9.2,9.2,9.2,3.600000000000001,0
110,7.800000000000001,6.199999999999999,3.8,7.0,7.8,1
111,6.399999999999999,5.6,4.4,6.6000000000000005,5.4,4
112,8.399999999999999,5.4,9.600000000000001,10.0,4.0,0
113,8.600000000000001,4.6,8.8,8.2,6.800000000000001,2
114,6.800000000000001,6.799999999999999,4.800000000000001,8.6,6.4,3
115,9.4,6.800000000000001,5.6,6.800000000000001,7.0,1
116,9.6,6.3999999999999995,9.2,5.0,6.8,2
117,8.2,10.0,3.1999999999999993,7.199999999999999,6.400000000000001,3
118,5.6,7.6,5.800000000000001,9.6,5.600000000000001,3
119,9.0,7.199999999999999,6.8,8.799999999999999,3.2,0
120,9.8,8.4,8.6,8.4,3.4000000000000004,0
121,6.8,4.8,9.0,4.6,7.2,2
122,7.6,6.2,4.8,8.2,7.799999999999999,1
123,6.4,9.6,4.0,7.799999999999999,7.0,3
124,8.2,5.199999999999999,7.6,5.2,5.6000000000000005,4
125,7.599999999999999,4.800000000000001,7.399999999999999,7.999999999999999,7.799999999999999,2
126,8.4,8.2,6.4,9.399999999999999,5.2,0
127,9.399999999999999,6.2,5.6,5.800000000000001,8.6,1
128,8.6,6.4,8.4,7.999999999999999,4.4,0
129,9.399999999999999,8.6,9.200000000000001,9.8,3.400000000000001,0
130,7.199999999999999,3.8,5.2,5.800000000000001,7.0,1
131,8.6,6.8,8.6,8.8,8.2,2
132,7.000000000000002,7.0,3.8,6.4,5.6,4
133,7.199999999999999,8.0,5.800000000000001,8.4,3.6,3
134,8.2,5.6,9.4,7.799999999999999,6.0,2
135,9.2,6.799999999999999,6.0,5.6000000000000005,7.0,4
136,7.3999999999999995,7.6,6.2,8.6,4.400000000000001,3
137,7.800000000000001,5.199999999999999,10.0,9.0,7.999999999999999,2
138,8.8,3.2,5.6,9.399999999999999,6.6000000000000005,2
139,6.6,7.599999999999999,4.0,4.000000000000001,7.6000000000000005,1
140,9.0,9.6,6.2,9.0,6.200000000000001,3
141,10.0,9.0,8.200000000000001,9.4,5.0,0
142,6.999999999999999,4.3999999999999995,7.999999999999998,9.2,4.6,0
143,7.999999999999999,6.6,4.6,4.999999999999999,8.4,1
144,8.2,8.0,7.799999999999999,8.399999999999999,6.800000000000001,2
145,7.399999999999999,4.800000000000001,8.0,5.4,6.8,2
146,9.0,6.0,6.199999999999999,10.0,4.000000000000001,0
147,7.4,5.6,8.799999999999999,7.999999999999999,5.0,0
148,8.799999999999999,7.3999999999999995,5.800000000000001,8.2,5.800000000000001,3
149,7.0,5.8,6.999999999999998,8.0,5.200000000000001,2
150,5.6,5.0,8.8,8.6,7.4,2
151,8.4,8.2,7.2,8.799999999999999,5.4,0
152,6.8,6.0,5.199999999999999,8.2,4.4,3
153,7.8,8.6,3.000000000000001,5.6,9.0,1
154,8.200000000000001,6.6,5.4,7.6000000000000005,6.3999999999999995,3
155,8.8,6.3999999999999995,3.4000000000000004,8.6,6.4,3
156,7.6,4.6000000000000005,9.2,9.4,4.8,0
157,9.8,7.8,9.0,9.8,4.000000000000001,0
158,6.599999999999999,6.4,5.0,6.399999999999999,8.799999999999999,1
159,7.3999999999999995,7.999999999999998,6.199999999999999,8.4,6.200000000000001,3
160,9.6,8.6,8.399999999999999,9.2,5.800000000000001,0
161,7.6,3.7999999999999994,2.3999999999999995,8.2,7.200000000000001,1
162,9.6,6.6,8.4,8.799999999999999,6.799999999999999,2
163,9.0,3.8,8.0,8.6,5.2,2
164,7.799999999999999,8.2,5.6,7.999999999999999,3.7999999999999994,3
165,7.4,4.2,6.199999999999999,8.799999999999999,7.3999999999999995,2
166,8.6,6.3999999999999995,4.6,6.799999999999999,6.000000000000001,4
167,7.8,6.999999999999999,6.2,9.200000000000001,9.2,2
168,7.4,5.2,3.2,6.8,1.9999999999999998,4
169,9.2,7.199999999999999,7.999999999999999,10.0,3.4,0
170,7.800000000000001,7.199999999999999,3.5999999999999996,4.799999999999999,7.6000000000000005,1
171,8.0,5.4,4.6000000000000005,8.399999999999999,7.599999999999999,1
172,7.4,4.800000000000001,5.0,6.6,7.4,1
173,10.0,9.2,9.399999999999999,9.6,2.8000000000000003,0
174,7.6,8.399999999999999,4.6,5.6,2.8,4
175,8.4,7.0,4.6000000000000005,7.0,5.0,3
176,7.6,4.8,5.000000000000001,8.2,9.2,1
177,8.6,7.599999999999999,6.6,7.8,5.8,3
178,8.4,7.3999999999999995,6.0,7.3999999999999995,6.199999999999999,3
179,7.199999999999999,4.3999999999999995,5.0,6.999999999999998,5.800000000000001,4
180,8.799999999999999,7.199999999999999,7.199999999999999,7.799999999999999,5.4,0
181,9.8,4.8,7.8,4.199999999999999,5.6,4
182,7.6000000000000005,6.0,3.6000000000000005,4.4,9.6,1
183,9.6,5.8,9.4,9.0,3.6000000000000005,0
184,8.4,6.4,3.8000000000000007,7.6,9.0,1
185,9.8,5.599999999999999,4.800000000000001,6.999999999999999,9.399999999999999,1
186,7.0,7.2,8.200000000000001,7.199999999999999,5.800000000000001,0
187,6.800000000000001,6.199999999999999,5.4,7.0,4.4,4
188,9.2,5.399999999999999,3.8,3.9999999999999996,4.800000000000001,4
189,5.6000000000000005,7.0,4.3999999999999995,7.4,6.199999999999999,3
190,5.8,5.000000000000001,6.4,8.4,4.600000000000001,3
191,6.999999999999999,5.3999999999999995,6.6,8.399999999999999,7.6,2
192,7.3999999999999995,7.799999999999999,7.199999999999999,7.999999999999999,5.4,0
193,7.6,5.999999999999998,3.0000000000000004,3.5999999999999996,5.8,4
194,8.0,5.3999999999999995,4.199999999999999,7.199999999999999,6.6000000000000005,1
195,6.799999999999999,3.2,8.6,7.999999999999999,3.8,2
196,6.6,6.199999999999999,3.7999999999999994,5.8,7.0,1
197,6.399999999999999,7.399999999999999,7.000000000000001,8.6,5.4,3
198,6.0,7.6,8.6,8.8,5.4,0
199,8.8,5.6,2.5999999999999996,7.3999999999999995,3.6,4
200,7.199999999999999,7.4,5.8,8.0,6.199999999999999,3
201,5.4,4.800000000000001,1.9999999999999998,4.4,8.2,1
202,6.599999999999999,4.800000000000001,5.800000000000001,7.3999999999999995,6.4,2
203,8.8,6.999999999999999,9.8,9.6,8.6,2
204,6.4,8.200000000000001,3.3999999999999995,6.999999999999999,5.200000000000001,3
205,9.0,8.2,7.0,8.799999999999999,3.2000000000000006,0
206,6.799999999999999,7.6,4.0,6.599999999999999,7.4,1
207,6.0,6.999999999999999,5.3999999999999995,5.3999999999999995,5.799999999999999,4
208,6.599999999999999,7.799999999999999,8.799999999999999,9.6,4.6000000000000005,0
209,8.0,9.2,4.0,3.2,4.000000000000001,4
210,7.0,7.999999999999999,3.8,3.999999999999999,5.800000000000001,4
211,7.799999999999999,5.2,6.3999999999999995,7.999999999999999,6.000000000000001,2
212,9.0,7.3999999999999995,4.199999999999999,5.6,8.0,1
213,6.3999999999999995,6.2,5.0,8.0,6.199999999999999,3
214,6.199999999999999,8.2,8.2,9.0,6.799999999999999,2
215,4.400000000000001,6.6,4.000000000000001,8.4,6.2,3
216,9.399999999999999,8.6,5.4,9.0,7.799999999999999,3
217,9.399999999999999,6.6,7.800000000000001,8.600000000000001,5.800000000000001,2
218,7.6,8.200000000000001,7.3999999999999995,8.6,5.800000000000002,0
219,4.8,6.4,4.799999999999999,5.799999999999999,7.4,1
220,8.799999999999999,4.0,9.2,8.8,9.8,2
221,8.2,6.399999999999999,8.799999999999999,8.8,7.8,2
222,7.800000000000001,5.6,7.2,6.199999999999999,5.4,4
223,8.0,7.0,7.6,8.0,5.8,0
224,7.4,6.0,4.799999999999999,8.2,6.799999999999999,1
225,5.799999999999999,7.0,5.8,6.3999999999999995,7.200000000000001,1
226,8.6,6.8,6.0,8.8,7.0,2
227,9.4,5.2,7.799999999999999,5.4,4.2,4
228,6.799999999999999,5.6,3.8,7.8,7.2,1
229,7.999999999999999,5.0,4.199999999999999,5.799999999999999,6.6000000000000005,1
230,7.0,6.6,3.9999999999999996,7.199999999999999,6.6,1
231,8.8,5.3999999999999995,3.5999999999999996,4.999999999999999,9.6,1
232,8.4,5.4,3.1999999999999993,6.2,9.2,1
233,4.800000000000001,6.6000000000000005,5.4,8.399999999999999,9.0,1
234,9.399999999999999,5.3999999999999995,6.8,10.0,5.6,2
235,5.2,2.5999999999999996,2.3999999999999995,2.4,6.6,4
236,7.4,5.800000000000001,6.4,9.0,9.200000000000001,2
237,6.999999999999999,5.799999999999999,4.6,6.799999999999998,6.0,4
238,6.199999999999999,7.599999999999999,5.199999999999999,4.6000000000000005,9.0,1
239,7.4,7.599999999999999,3.5999999999999996,5.999999999999998,4.800000000000001,4
240,9.0,4.8,4.0,6.800000000000001,9.0,1
241,9.4,6.8,7.6,9.6,2.1999999999999997,0
242,7.4,5.0,5.0,8.200000000000001,9.2,1
243,5.4,5.0,3.3999999999999995,6.399999999999999,6.4,1
244,7.2,5.8,5.800000000000002,7.999999999999999,9.6,1
245,7.4,2.4,8.4,8.6,9.4,2
246,9.0,9.2,7.6000000000000005,7.000000000000001,6.6000000000000005,0
247,7.4,6.0,2.3999999999999995,5.6,5.6,4
248,8.0,8.0,5.0,7.0,6.399999999999999,3
249,7.2,7.3999999999999995,6.0,7.199999999999999,7.0,3
250,7.200000000000001,5.800000000000001,6.3999999999999995,7.999999999999999,4.4,3
251,9.399999999999999,6.0,2.8,9.2,5.4,3
252,6.8,5.6,6.0,7.399999999999999,7.4,2
253,7.8,8.4,6.0,6.799999999999999,5.3999999999999995,3
254,7.200000000000001,8.799999999999999,8.6,7.0,6.2,0
255,8.8,5.999999999999999,5.6000000000000005,9.6,6.599999999999999,2
256,6.000000000000001,5.799999999999999,4.199999999999999,6.4,7.3999999999999995,1
257,9.6,7.6,2.3999999999999995,6.6,6.6000000000000005,1
258,8.4,5.8,5.6,6.199999999999999,6.6,4
259,7.999999999999999,7.0,4.3999999999999995,8.799999999999999,7.599999999999999,1
260,8.600000000000001,8.600000000000001,8.0,8.8,5.6000000000000005,0
261,7.6000000000000005,7.2,4.6000000000000005,9.2,4.0,3
262,7.4,7.799999999999999,5.8,8.2,6.8,3
263,8.6,9.4,5.800000000000001,8.799999999999999,6.0,3
264,8.2,8.4,8.6,8.399999999999999,6.000000000000001,0
265,7.2,7.199999999999998,6.3999999999999995,5.199999999999999,6.0,4
266,5.0,4.6,2.3999999999999995,6.399999999999999,9.8,1
267,6.799999999999999,5.799999999999999,9.0,7.0,4.400000000000001,0
268,9.8,7.199999999999999,4.6,7.199999999999999,6.999999999999999,1
269,4.3999999999999995,5.6,1.9999999999999998,5.8,8.600000000000001,1
270,7.2,6.200000000000001,2.5999999999999996,6.199999999999999,8.4,1
271,7.3999999999999995,5.0,8.399999999999999,7.799999999999999,7.6,2
272,10.0,10.0,8.4,9.399999999999999,5.6,0
273,8.799999999999999,6.8,2.3999999999999995,9.2,3.4000000000000004,3
274,6.6,4.799999999999999,7.999999999999999,8.2,7.999999999999999,2
275,7.199999999999999,4.8,5.800000000000001,6.799999999999999,4.800000000000001,4
276,8.4,8.6,7.599999999999999,8.6,4.6000000000000005,0
277,9.0,7.6,9.6,8.799999999999999,7.599999999999998,2
278,8.0,7.199999999999999,7.199999999999999,8.2,3.400000000000001,0
279,5.200000000000001,7.999999999999999,6.199999999999999,8.0,4.2,3
280,6.200000000000001,7.6,3.000000000000001,6.0,2.8000000000000007,4
281,9.399999999999999,7.0,3.8000000000000007,7.2,7.799999999999999,1
282,5.800000000000001,6.4,6.6,6.6,5.800000000000001,4
283,7.199999999999999,8.8,7.199999999999999,8.399999999999999,7.4,2
284,9.0,7.199999999999998,9.2,8.0,5.6000000000000005,0
285,6.6000000000000005,7.2,8.4,7.199999999999999,3.2000000000000006,0
286,7.199999999999999,7.3999999999999995,8.2,7.999999999999999,4.0,0
287,6.399999999999999,3.8,8.0,6.4,6.400000000000001,2
288,3.4,3.9999999999999996,8.6,7.999999999999999,7.399999999999999,2
289,7.3999999999999995,5.2,7.3999999999999995,8.0,3.8000000000000003,0
290,6.4,8.0,5.4,7.399999999999999,5.2,3
291,4.3999999999999995,5.800000000000001,7.8,4.600000000000001,5.2,4
292,5.999999999999998,6.799999999999999,7.3999999999999995,7.0,8.4,2
293,6.0,6.0,6.8,6.000000000000001,4.4,4
294,10.0,10.0,9.6,9.2,2.8000000000000007,0
295,6.399999999999999,6.0,9.8,6.0,3.000000000000001,0
296,7.2,8.8,9.2,8.799999999999999,6.000000000000001,0
297,5.600000000000001,5.6,5.0,7.6,5.6,4
298,9.2,9.2,8.8,8.4,2.4,0
299,4.4,7.2,2.8000000000000007,5.800000000000001,7.3999999999999995,1
300,6.2,4.2,9.8,8.0,3.2000000000000006,0
301,7.6,6.8,8.0,7.199999999999999,7.400000000000001,2
302,9.0,8.0,3.999999999999999,4.0,5.8,4
303,6.6,7.799999999999999,7.8,7.6,5.200000000000001,0
304,10.0,10.0,10.0,10.0,2.8000000000000007,0
305,10.0,7.6000000000000005,6.000000000000001,7.6000000000000005,9.2,2
306,7.999999999999999,6.6000000000000005,5.200000000000001,8.0,5.4,3
307,9.6,8.2,9.0,9.8,2.4,0
308,8.0,8.2,5.0,9.0,5.6000000000000005,3
309,9.2,9.0,7.0,10.0,2.6,0
310,9.0,5.0,9.2,9.0,5.4,2
311,6.8,5.0,7.4,6.6,7.6000000000000005,2
312,8.399999999999999,6.0,7.799999999999999,7.3999999999999995,4.6,0
313,6.999999999999999,5.8,8.4,7.399999999999999,3.0,0
314,7.4,9.2,4.200000000000001,8.6,5.0,3
315,4.8,7.8,3.599999999999999,4.6,4.6,4
316,6.199999999999999,7.0,5.6,6.0,6.199999999999999,4
317,8.8,4.6,9.0,9.0,5.800000000000001,2
318,8.4,7.399999999999999,2.8,7.6,7.199999999999999,1
319,9.600000000000001,6.0,9.6,9.399999999999999,7.4,2
320,8.6,7.0,5.6,7.6,6.0,3
321,7.8,7.6,5.999999999999999,7.6,5.799999999999999,3
322,6.8,6.4,7.199999999999999,7.799999999999999,6.6,2
323,6.6000000000000005,7.799999999999999,6.2,7.800000000000001,6.0,3
324,6.200000000000001,7.6000000000000005,7.199999999999999,9.0,3.400000000000001,0
325,6.999999999999999,7.0,7.999999999999999,6.799999999999999,5.800000000000001,0
326,9.2,8.399999999999999,6.6000000000000005,8.8,7.6,2
327,7.199999999999999,7.999999999999999,6.199999999999999,7.799999999999999,4.199999999999999,3
328,6.6,6.799999999999999,6.4,5.600000000000001,8.999999999999998,1
329,7.8,7.6,5.0,9.200000000000001,7.0,3
330,7.399999999999999,6.399999999999999,7.199999999999999,6.3999999999999995,4.800000000000001,4
331,4.6000000000000005,5.4,7.4,7.2,7.0,2
332,6.4,8.0,5.8,6.6,8.399999999999999,1
333,6.6,4.0,2.8,6.599999999999999,7.199999999999999,1
334,5.800000000000001,6.199999999999999,4.199999999999999,6.6000000000000005,6.200000000000001,1
335,8.4,7.4,5.4,7.199999999999998,6.0,3
336,6.6,7.0,5.6000000000000005,5.399999999999999,8.6,1
337,9.0,6.599999999999999,9.8,7.799999999999999,3.0000000000000004,0
338,8.4,6.0,2.8000000000000007,8.600000000000001,9.2,1
339,6.8,5.199999999999999,4.6,6.800000000000001,5.800000000000001,4
340,9.8,5.0,3.8,7.199999999999999,7.4,1
341,5.0,5.799999999999999,4.6000000000000005,5.6,7.199999999999999,1
342,9.6,5.6,9.0,6.8,6.000000000000001,2
343,9.399999999999999,4.799999999999999,1.9999999999999998,3.4,10.0,1
344,8.200000000000001,6.4,2.5999999999999996,7.6,4.2,4
345,8.600000000000001,6.6,5.8,4.199999999999999,7.0,4
346,8.0,7.4,6.2,8.799999999999999,8.799999999999999,2
347,6.799999999999999,8.2,4.2,6.799999999999999,7.599999999999999,1
348,8.2,7.199999999999999,5.2,6.799999999999999,9.0,1
349,7.000000000000001,5.4,5.3999999999999995,9.4,6.4,3
350,9.0,4.600000000000001,2.8,5.4,8.399999999999999,1
351,7.2,7.3999999999999995,6.4,6.999999999999999,9.4,1
352,8.6,6.599999999999999,6.4,9.4,6.800000000000001,2
353,4.800000000000001,3.6,8.399999999999999,8.799999999999999,4.0,0
354,6.800000000000001,7.6,8.0,7.799999999999999,6.200000000000001,2
355,8.4,7.199999999999998,7.799999999999999,6.6,5.4,0
356,10.0,5.8,3.0,7.0,2.8000000000000003,4
357,6.0,7.3999999999999995,5.800000000000001,6.799999999999999,4.0,3
358,10.0,7.999999999999999,1.9999999999999998,4.3999999999999995,7.3999999999999995,4
359,7.8,6.199999999999999,7.399999999999999,6.8,2.8000000000000003,0
360,9.2,6.8,6.799999999999999,10.0,3.2000000000000006,0
361,8.2,5.6000000000000005,4.3999999999999995,5.4,5.6,4
362,8.6,8.799999999999999,9.0,7.999999999999999,7.199999999999999,2
363,7.4,4.8,4.8,7.6,7.399999999999999,1
364,6.3999999999999995,8.6,9.2,8.4,4.800000000000001,0
365,7.8,8.2,6.999999999999999,7.799999999999998,3.2000000000000006,0
366,9.399999999999999,5.200000000000001,4.6,8.2,5.4,3
367,9.399999999999999,6.199999999999999,7.0,8.200000000000001,3.8000000000000003,0
368,6.6,7.799999999999999,3.4000000000000004,2.4,6.000000000000001,4
369,7.400000000000001,7.8,5.8,9.4,4.800000000000001,3
370,7.6000000000000005,7.199999999999999,8.6,9.0,7.199999999999999,2
371,9.2,5.8,6.599999999999999,7.6,5.200000000000001,2
372,7.799999999999999,4.800000000000001,4.6000000000000005,6.6,8.4,1
373,7.8,7.799999999999999,4.6,9.2,6.4,3
374,9.200000000000001,4.4,7.6000000000000005,7.999999999999998,5.800000000000001,2
375,6.4,8.8,5.0,6.4,3.8000000000000003,3
376,8.0,4.6,2.8,8.6,8.799999999999999,1
377,5.399999999999999,5.199999999999999,5.4,6.6000000000000005,8.2,1
378,9.0,5.999999999999999,3.1999999999999993,8.8,7.0,1
379,6.6,6.6,5.0,7.799999999999999,5.200000000000001,3
380,7.999999999999999,5.0,4.199999999999999,5.6,9.4,1
381,6.6,7.399999999999999,5.4,7.999999999999999,5.800000000000001,3
382,8.200000000000001,8.200000000000001,5.800000000000001,8.6,5.8,3
383,7.999999999999999,5.4,2.5999999999999996,7.799999999999999,6.6000000000000005,1
384,8.4,6.799999999999999,7.399999999999999,8.2,7.4,2
385,8.6,7.2,4.999999999999999,6.999999999999998,6.800000000000001,3
386,8.399999999999999,8.6,5.0,6.3999999999999995,2.8,4
387,8.799999999999999,7.6,7.4,9.0,5.200000000000001,0
388,6.600000000000001,6.800000000000001,4.4,8.4,7.799999999999999,1
389,7.199999999999999,7.2,5.6,7.0,3.400000000000001,4
390,10.0,7.3999999999999995,5.4,5.4,7.0,4
391,9.399999999999999,6.399999999999999,9.2,8.6,7.8,2
392,7.8,6.6,4.6000000000000005,8.999999999999998,8.2,1
393,7.600000000000001,5.200000000000001,4.800000000000001,9.2,3.8000000000000003,3
394,8.200000000000001,7.3999999999999995,5.6,9.2,8.0,2
395,8.600000000000001,7.199999999999999,6.799999999999999,8.6,5.000000000000001,0
396,9.0,8.2,6.6,8.0,6.799999999999999,3
397,6.0,6.799999999999999,7.6,8.2,6.4,2
398,7.3999999999999995,7.799999999999999,5.6,7.799999999999999,5.6,3
399,9.200000000000001,8.799999999999999,5.0,8.200000000000001,6.0,3
400,7.199999999999999,5.999999999999999,8.4,9.4,4.199999999999999,0
401,7.0,5.6,4.199999999999999,7.3999999999999995,9.0,1
402,6.8,8.8,6.0,6.4,6.199999999999999,3
403,8.4,8.2,7.999999999999999,3.6,4.6000000000000005,4
404,8.600000000000001,5.999999999999999,5.6,8.4,4.800000000000001,3
405,7.399999999999999,7.399999999999999,7.6,7.6,6.6,2
406,5.4,5.8,3.3999999999999995,3.1999999999999997,3.0,4
407,9.0,6.800000000000001,4.8,8.399999999999999,6.2,3
408,6.8,7.3999999999999995,3.3999999999999995,6.3999999999999995,5.400000000000001,4
409,7.8,5.6,8.4,6.999999999999999,5.0,2
410,6.199999999999999,5.800000000000001,3.2,5.6,7.0,1
411,6.8,7.4,2.1999999999999997,5.2,7.0,1
412,5.2,6.799999999999999,6.199999999999999,7.199999999999999,7.799999999999998,1
413,7.0,4.000000000000001,3.999999999999999,8.4,5.800000000000001,1
414,9.4,5.6,4.0,7.999999999999998,4.4,4
415,5.6000000000000005,7.3999999999999995,3.999999999999999,5.999999999999998,8.399999999999999,1
416,7.6000000000000005,6.2,7.599999999999999,8.799999999999999,5.599999999999999,2
